headline,url,time,summary,tags
北京将迎明显降雨局地暴雨，8日傍晚至9日前半夜有中到大雨、局部暴雨,https://news.sina.com.cn/c/2025-05-08/doc-inevvnky8705941.shtml,2025-05-08 11:38:00,受高空槽影响，预计8日傍晚至9日前半夜北京市有一次明显降雨天气过程，量级可达中到大雨，局部暴雨，山区地质灾害风险较高。此次降雨过程分为两个阶段。,
李锦斌、刘家义、刘赐贵、王建军，已任中央指导组组长,https://news.sina.com.cn/c/2025-05-08/doc-inevvnky8706916.shtml,2025-05-08 11:37:00,新华社近日发布消息，党中央决定，深入贯彻中央八项规定精神学习教育8个中央指导组将对21个地方和单位开展学习教育指导督导工作。,
财政部拟第一次续发行2025年记账式附息国债（八期）,https://news.sina.com.cn/c/2025-05-08/doc-inevvnma5474738.shtml,2025-05-08 11:11:00,来源：央视网央视网消息：财政部发布关于2025年记账式附息国债（八期）第一次续发行工作有关事宜的通知。本次续发行国债为1年期固定利率附息债。,"国债,央视网,财政部"
全国工商联副主席方光华：将配合职能部门出台配套政策 不断为民企生产活动赋能,https://news.sina.com.cn/c/2025-05-08/doc-inevvhch0462505.shtml,2025-05-08 11:01:00,来源：财联社  财联社5月8日讯，国务院新闻办公室今日上午10时举行新闻发布会，请司法部副部长王振江和全国人大常委会法工委、国家发展改革委、金融监管总局...,
国家发改委副主任郑备：正在完善民企参与国家重大项目建设长效机制,https://news.sina.com.cn/c/2025-05-08/doc-inevvnkx2664124.shtml,2025-05-08 10:53:00,来源：央视网央视网消息：5月8日上午，国新办举行新闻发布会，介绍《中华人民共和国民营经济促进法》有关情况。国家发展改革委副主任郑备在会上介绍...,"国家发展改革委,国家发改委,长效机制"
南部战区新闻发言人发表谈话,https://news.sina.com.cn/c/2025-05-08/doc-inevvhch0457997.shtml,2025-05-08 10:44:00,来源：南部战区  南部战区新闻发言人田军里空军大校表示，5月5日，菲35号护卫艇企图侵闯中国黄岩岛领海，中国人民解放军南部战区组织海空兵力，依法依规跟踪监视...,
南部战区新闻发言人发表谈话,https://news.sina.com.cn/c/2025-05-08/doc-inevvhca8821180.shtml,2025-05-08 10:44:00,来源：央视网央视网消息：南部战区新闻发言人田军里空军大校表示，5月5日，菲35号护卫艇企图侵闯中国黄岩岛领海，中国人民解放军南部战区组织海空兵力，依法依规跟踪监视...,"护卫艇,黄岩岛"
中国驻美国大使馆发言人就中美经贸高层会谈答记者问,https://news.sina.com.cn/c/2025-05-08/doc-inevvhch0455757.shtml,2025-05-08 10:41:00,问：近日中方宣布将与美方举行会谈的消息后，美方仍表示在与中国开始谈判前不会降低关税，并且暗示并非美方主动提出的谈判。中方对此有何评论？,
驻美国使馆发言人就中美经贸高层会谈答记者问,https://news.sina.com.cn/c/2025-05-08/doc-inevvhca8817895.shtml,2025-05-08 10:40:00,来源：央视网央视网消息：驻美国使馆发言人就中美经贸高层会谈答记者问。问：近日中方宣布将与美方举行会谈的消息后，美方仍表示在与中国开始谈判前不会降低关税...,"中国,美国,中美"
全国工商联：将配合职能部门出台配套政策，不断为民企生产活动赋能,https://news.sina.com.cn/c/2025-05-08/doc-inevvhch0460257.shtml,2025-05-08 10:36:00,来源：央视网央视网消息：5月8日上午，国新办举行新闻发布会，介绍《中华人民共和国民营经济促进法》有关情况。全国工商联副主席方光华在会上表示...,"全国工商联,民营企业,法律"
司法部：建立行政执法监督企业联系点，推行行政执法监督员制度,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2790872.shtml,2025-05-08 10:34:00,来源：央视网央视网消息：5月8日上午，国新办举行新闻发布会，介绍《中华人民共和国民营经济促进法》有关情况。司法部副部长王振江介绍...,司法部
国家发改委副主任郑备：以法治稳定性增强发展确定性，是民企安心谋发展的定心丸,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2783886.shtml,2025-05-08 10:31:00,来源：央视网央视网消息：5月8日上午，国新办举行新闻发布会，介绍《中华人民共和国民营经济促进法》有关情况。国家发展改革委副主任郑备在会上表示...,"国家发改委,国家发展改革委"
司法部副部长王振江：公平竞争、规范经营服务保障、权益保护等是各方认为民营经济发展面临的突出问题,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2777440.shtml,2025-05-08 10:27:00,来源：财联社 财联社5月8日电，司法部副部长王振江在国新办新闻发布会上表示，促进民营经济发展涉及面广，究竟哪些问题需要在当下的立法中解决，哪些措施需要写入法律...,
全国人大常委会法工委副主任王瑞贺：立法表明对民营经济发展基本方针政策不会变、也不能变,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2779733.shtml,2025-05-08 10:25:00,来源：央视网央视网消息：5月8日上午，国新办举行新闻发布会，介绍《中华人民共和国民营经济促进法》有关情况。全国人大常委会法工委副主任王瑞贺在会上表示...,"全国人大常委会,法律"
河南省周口市政协原副主席、市中医院原院长程维明被开除公职,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2776331.shtml,2025-05-08 10:05:00,来源：央视网央视网消息：中央纪委国家监委网站5月8日通报，据河南省纪委监委消息：经中共河南省委批准，河南省监委对周口市政协原副主席...,"河南省,周口市,院长"
“网红大楼”跌落神坛！巅峰时有近2万张门禁卡，被污名后租客不敢租了，房价租金直跌,https://news.sina.com.cn/c/2025-05-08/doc-inevvssv2615520.shtml,2025-05-08 10:04:00,丽晶国际不复往日辉煌，这是住在这栋“网红大楼”的人们心知肚明而又不得不接受的现实。今年农历新年刚过，“杭州第一网红楼”房价租金普降的消息在社交媒体上传播开来，媒,
河南省供销合作总社原党组成员、理事会副主任王国庆被开除党籍和公职,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2776373.shtml,2025-05-08 10:01:00,来源：央视网央视网消息：中央纪委国家监委网站5月8日通报，据河南省纪委监委消息：经中共河南省委批准，河南省纪委监委对河南省供销合作总社原党组成员...,"河南省,王国庆,党组成员"
湖南省邵阳市委常委、市人民政府副市长仇珂静接受纪律审查和监察调查,https://news.sina.com.cn/c/2025-05-08/doc-inevvhaz2776371.shtml,2025-05-08 10:01:00,来源：央视网央视网消息：中央纪委国家监委网站5月8日通报，据湖南省纪委监委消息：湖南省邵阳市委常委、市人民政府副市长仇珂静涉嫌严重违纪违法，主动向组织交代问题...,"湖南省,仇珂静,邵阳市"
明天10点开抢！河南新一期消费券来了,https://news.sina.com.cn/c/2025-05-08/doc-inevvhca8791156.shtml,2025-05-08 09:37:00,2025年“乐购河南”消费券（零售餐饮类）第二期发放安排如下： 一、活动时间 申领时间：2025年5月9日10:00； 使用期限：2025年5月9日10:00—13日24:00。,"消费券,河南省,APP"
小浪底水利枢纽工程管理与保护范围划定工作全面完成,https://news.sina.com.cn/c/2025-05-08/doc-inevvhch0433959.shtml,2025-05-08 09:36:00,来源：央视网央视网消息：据水利部，近日，小浪底水利枢纽和西霞院反调节水库工程管理与保护范围划定工作全面完成，共涉及山西、河南两省8县（市、区），划定管理范围320...,"山西省,水利工程"
预警升级！河南将迎短时强降水,https://news.sina.com.cn/c/2025-05-08/doc-inevvhce5561721.shtml,2025-05-08 09:26:00,中央气象台5月8日06时升级发布强对流天气黄色预警： 预计5月8日08时至9日08时，吉林西部、内蒙古东部、山西北部、河北北部、北京西部山区、陕西南部、江苏南部、安徽南部...,"江西省,安徽省,广西"
变废为宝 中国煤科解锁煤炭清洁利用新密码,https://news.sina.com.cn/c/2025-05-08/doc-inevvhca8775961.shtml,2025-05-08 09:17:00,近日，基于国家“十四五”重点研发计划、由中国煤炭科工开采研究院研制的“粉煤灰固碳注浆防灭火关键技术与装备”在国家能源集团三道沟煤矿处理利用粉煤灰超10万吨...,中国
北京：下调个人住房公积金贷款利率,https://news.sina.com.cn/c/2025-05-08/doc-inevvhca8762783.shtml,2025-05-08 08:51:00,北京住房公积金管理中心5月8日发布公告，根据中国人民银行《关于下调个人住房公积金贷款利率的通知》要求，2025年5月8日（含）之后新发放的贷款...,
澳门轻轨东线北段盾构机“濠江先锋号”顺利始发,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2854549.shtml,2025-05-08 08:49:00,5月7日，澳门轻轨东线北段设计连建造工程“濠江先锋号”盾构机在ES3站成功始发，标志着由南光置业联合中国土木、中铁十六局澳门代表处承建的澳门大型民生交通工程进入盾构隧...,"澳门,先锋号"
硬核防汛装备上线 陕西汛期应急通信保障再添“黑科技”,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvh5667353.shtml,2025-05-08 08:49:00,近日，中国移动陕西公司在商洛市部署省内行业首辆水陆两栖全地形应急车，并组织20余名应急保障人员在山地、湍流等多场景下进行实地演练...,"陕西省,应急通信,无人机"
【战新产业“百大工程”】焕新产业基础 国药集团打造血液制品智能生产新高地,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvh5667235.shtml,2025-05-08 08:48:00,血液制品是现代医学救治多种疾病基本的、必需的特殊生物药品，具有稀缺和不可替代的特性。2010年世界卫生组织（WHO）提出，每一个主权国家的血液和血液制品应自给自足（WHA...,"国务院国资委,国药集团,兰州市"
中国能建一季度重点经营数据创历史同期新高,https://news.sina.com.cn/c/2025-05-08/doc-inevuzve8892734.shtml,2025-05-08 08:48:00,近日，中国能建发布2025年一季度报告。报告显示，中国能建一季度实现新签合同额、营业收入、归母净利润分别为人民币3888.96亿元、1003.71亿元和16.12亿元，同比分别增长5...,"人民币,张掖市,历史"
自主品牌持续提档加速 中国一汽4月销售整车23.87万辆,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvk0527595.shtml,2025-05-08 08:48:00,2025年4月，中国一汽整车销量突破23.87万辆，同比增长3.5%；生产整车24.63万辆，同比增长4.9%。其中，自主品牌乘用车表现亮眼，单月销量达4.23万辆，同比增长15...,"自主品牌,中国一汽,红旗"
“五一”假期国家电网智慧车联网平台充电量同比增长超20%,https://news.sina.com.cn/c/2025-05-08/doc-inevuzve8892409.shtml,2025-05-08 08:48:00,今年“五一”假期期间，国家电网智慧车联网平台充电量超1.24亿千瓦时，同比增长超20%。其中，高速公路充电量超3771万千瓦时，同比增长超29%；5月1日单日充电服务次数超119万...,"车联网,充电,新能源汽车"
广安观潮丨抓住成长节点 紧盯重点对象,https://news.sina.com.cn/c/2025-05-08/doc-inevvhce5543850.shtml,2025-05-08 08:45:00,重庆丰富纪律教育内容和载体，以身边事、身边案、新发案为重点，开展以案说德、以案说纪、以案说法、以案说责；辽宁抚顺紧盯“关键少数”、年轻干部、关键岗位等重点群体...,"党员干部,广安市"
多地10级以上雷暴大风预警，可能有龙卷风,https://news.sina.com.cn/c/2025-05-08/doc-inevuzve8892464.shtml,2025-05-08 08:43:00,今天6时，中央气象台连发三预警： 预计今明两天，江淮大部、江汉东部、江南西南部和中东部、华南北部等地部分地区有大到暴雨，其中，安徽、湖北、江西、浙江...,
广安观潮丨抓住成长节点 紧盯重点对象,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvk0523479.shtml,2025-05-08 08:36:00,重庆丰富纪律教育内容和载体，以身边事、身边案、新发案为重点，开展以案说德、以案说纪、以案说法、以案说责；辽宁抚顺紧盯“关键少数”、年轻干部、关键岗位等重点群体...,"党员干部,广安市"
巡察故事｜巡清“糊涂账”,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2849973.shtml,2025-05-08 08:36:00,“都怪我没有守住底线，私自瓜分村集体资金，这种行为不仅背离了党的宗旨，也辜负了群众对我的信任和期望……”近日，象州县某乡镇一村党总支部书记潘某某在村党员大会上作了深...,巡察
北海：以忠诚干净担当书写青春答卷,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2849893.shtml,2025-05-08 08:36:00,“我把证据材料和笔录进行了再次核对，梳理出案件的相关疑点，接下来我们要逐一调查取证。”“五一”假期前的最后一个工作日，北海市纪委监委第七审查调查室副主任林其波没有丝...,"北海市,农村"
把日常监督和专项监督相结合,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2849750.shtml,2025-05-08 08:35:00,纪检监察机关要坚持以政治监督为统领，把日常监督和专项监督结合起来，完善监督机制，强化协同联动，提升监督效能，保障党中央重大决策部署贯彻落实。 完善监督机制。,监督机制
厘清职责 清除堵点 化解群众用水难,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvk0523021.shtml,2025-05-08 08:35:00,近日，广西壮族自治区灵川县委巡察办工作人员到该县大境瑶族乡乐育村委竹山坪柑橘产业基地查看拦水坝使用情况时，正在基地里作业的果农说：“拦水坝修好了...,巡察
广安观潮 | 抓住成长节点 紧盯重点对象,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2849655.shtml,2025-05-08 08:30:00,重庆丰富纪律教育内容和载体，以身边事、身边案、新发案为重点，开展以案说德、以案说纪、以案说法、以案说责；辽宁抚顺紧盯“关键少数”、年轻干部、关键岗位等重点群体...,"党员干部,广安市"
金昌：“清廉伴飞”为年轻干部系好“廉洁扣”,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2849392.shtml,2025-05-08 08:30:00,近日，金昌市纪委监委聚焦“90后”“00后”干部群体，推出“清廉伴飞”行动，创新打造入职培训学廉、纪法课堂讲廉、警示教育促廉、谈话提醒助廉、从严监管守廉的五维立体模式...,金昌市
走进俄罗斯：铭记历史，开创未来,https://news.sina.com.cn/c/xl/2025-05-08/doc-inevuzvk0520618.shtml,2025-05-08 08:25:00,疆域辽阔，横跨欧亚历史悠久，文化灿烂这里是俄罗斯首都莫斯科依河而建古迹众多克里姆林宫雄伟壮观红场阅兵步伐铿锵圣彼得堡水道纵横风光旖旎“北方威尼斯”洋溢着欧陆风情,
现场晒当面评公开曝 山丹着力提升案件查办质量,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2850207.shtml,2025-05-08 08:25:00,现场“晒”、当面“评”、公开“曝”！近日，张掖市山丹县纪委监委选取近年来办理的典型案例，开展“解剖麻雀式”复盘辨析，重点盘点教训得失、不足差距，确保找准“病因”...,纪检监察
第一观察｜习近平主席同普京总统密切交往的难忘瞬间,https://news.sina.com.cn/c/xl/2025-05-08/doc-inevuzve8885813.shtml,2025-05-08 08:24:00,应俄罗斯联邦总统普京邀请，国家主席习近平于5月7日至10日对俄罗斯进行国事访问并出席在莫斯科举行的纪念苏联伟大卫国战争胜利80周年庆典。这次访问是习近平主席担任,
习近平向“和平薪火　时代新章——纪念中国人民抗日战争和苏联伟大卫国战争胜利80周年中俄人文交流活动”致贺信,https://news.sina.com.cn/c/xl/2025-05-08/doc-inevuzve8885423.shtml,2025-05-08 08:22:00,新华社北京5月7日电 当地时间5月7日，国家主席习近平向“和平薪火 时代新章——纪念中国人民抗日战争和苏联伟大卫国战争胜利80周年中俄人文交流活动”致贺信。习近,
我省“国际博物馆日”主会场活动13日启动 362家博物馆千场活动展现文物之美,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvk0510725.shtml,2025-05-08 07:34:00,5月7日，省文旅厅发布“国际博物馆日”主会场活动相关内容：以“快速变化社会中的博物馆未来”为主题的第49个国际博物馆日江苏主会场活动...,江苏省
习近平抵达莫斯科对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典,https://news.sina.com.cn/c/xl/2025-05-08/doc-inevuzvh5651144.shtml,2025-05-08 07:34:00,当地时间5月7日晚，国家主席习近平乘专机抵达莫斯科，应俄罗斯总统普京邀请，对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典。,
正风反腐在身边丨安顺：监督推动兑现惠企资金6700余万元,https://news.sina.com.cn/c/2025-05-08/doc-inevuzvc2839853.shtml,2025-05-08 07:04:00,编者按：群众对发生在身边的腐败和作风问题深恶痛绝，感受尤为深切。按照中央纪委国家监委和省委部署要求，2024年4月起，全省各级纪检监察机关和各级各部门以超常规举措集...,"纪检监察,安顺市,惠企"
【光明论坛】推动人工智能健康有序发展,https://news.sina.com.cn/c/2025-05-08/doc-inevuvpf2950107.shtml,2025-05-08 05:29:00,来源：光明日报 [光明论坛]  “人工智能是年轻的事业，也是年轻人的事业。”4月29日，习近平总书记在上海考察时，来到“模速空间”大模型创新生态社区...,人工智能
习近平抵达莫斯科伏努科沃专机机场发表书面讲话,https://news.sina.com.cn/c/xl/2025-05-08/doc-inevukxq5984945.shtml,2025-05-08 00:58:00,新华社莫斯科5月7日电 抵达莫斯科伏努科沃专机机场的书面讲话 （2025年5月7日，莫斯科） 中华人民共和国主席 习近平 很高兴应普京总统邀请...,
习近平抵达莫斯科对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典,https://news.sina.com.cn/c/xl/2025-05-07/doc-inevukxq5973679.shtml,2025-05-07 23:59:00,新华社莫斯科5月7日电 当地时间5月7日晚，国家主席习近平乘专机抵达莫斯科，应俄罗斯总统普京邀请，对俄罗斯进行国事访问并出席纪念苏联伟大卫国战争胜利80周年庆典。,
受暴雨影响，多地紧急公告：停运，停课，景区关闭,https://news.sina.com.cn/c/2025-05-08/doc-inevueru0976452.shtml,2025-05-07 23:13:00,根据中央气象部门消息5月7日至8日我国南方多地将有大到暴雨5月6日广州铁路提醒：受暴雨影响广铁7日至8日部分旅客列车停运根据气象部门消息，5月7日至8日...,"暴雨,降水"
小米汽车就SU7 Ultra排位模式及碳纤维双风道前舱盖争议致歉,https://news.sina.com.cn/c/2025-05-07/doc-inevuerp3299361.shtml,2025-05-07 22:53:00,5月7日晚间，小米汽车发文回应小米SU7Ultra最近受到争议的限制马力和碳纤维双风道前舱盖问题。小米汽车表示，之前推送的更新版本中“排位模式”功能添加了解锁条,
🏀广厦末节崩盘 陈盈骏23分 周琦13+14 胡金秋26+8 北京1-0领先,https://news.sina.com.cn/c/2025-05-07/doc-inevuerp3284800.shtml,2025-05-07 21:38:00,直播吧5月7日讯CBA总决赛G1，广厦主场迎战北京。半决赛广厦3-0轻取辽宁晋级，北京也是3-0山西挺进总决赛。曾凡博因腰椎左侧横突骨折赛季报销。比赛开始，双方,
科创板年报观察：54家未盈利企业合计大幅减亏36%，累计22家企业实现摘“U”,https://news.sina.com.cn/c/2025-05-07/doc-inevtyiu6212484.shtml,2025-05-07 21:22:00,科创板累计已有22家未盈利企业摘“U”，占上市时未盈利企业总数的41%。 科创板聚焦科技创新活跃、体现新质生产力方向的领域，持续支持具有关键核心技术、市场潜力大...,科创板
中国留学生在马来西亚被绑架，不付赎金就摘器官,https://news.sina.com.cn/c/2025-05-07/doc-inevuers6082406.shtml,2025-05-07 21:20:00,来源：中国新闻周刊 5月5日，18岁中国留学生在马来西亚遭绑架并被绑匪勒索虐待的画面曝光。该男生在新加坡留学，4月30日他因不明原因入境马来西亚后被一群男子绑架。,"绑匪,勒索"
受强降雨影响，京广、吉衡线部分列车将晚点或停运,https://news.sina.com.cn/c/2025-05-07/doc-inevtyiu6207698.shtml,2025-05-07 21:02:00,国铁广州局消息，受湖南南部地区强降雨影响，粤湘间部分地区线路降雨量超警戒线。为确保旅客安全，国铁广州局根据降雨影响范围，将对部分普速旅客列和采取停运、调整区间和,
前方后方·远隔万里的共同纪念,https://news.sina.com.cn/c/xl/2025-05-07/doc-inevtyiu6203898.shtml,2025-05-07 20:46:00,中国、俄罗斯，二战亚洲和欧洲的两个主战场，都为赢得世界反法西斯战争胜利付出巨大牺牲。 站在今天去回望、去纪念，那段血与火的历史里，有保家卫国的英雄壮举...,
一见·回顾珍贵光影，期待习主席的俄罗斯之行,https://news.sina.com.cn/c/xl/2025-05-07/doc-inevtyis9429107.shtml,2025-05-07 20:45:00,5月7日至10日，习近平主席将对俄罗斯进行国事访问并出席在莫斯科举行的纪念苏联伟大卫国战争胜利80周年庆典。消息发布后吸引全球关注。,
盘前涨超10%！极氪传来大消息：将被吉利私有化，并于纽交所退市！李书福最新回应,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3394440.shtml,2025-05-07 20:17:00,每经编辑|陈柯名 5月7日，吉利汽车发布公告，公司于5月7日向极氪提交非约束性报价函，建议私有化极氪，收购所有已发行及发行在外的极氪股份及美国存托股票（本集团实益拥有...,"极氪,吉利汽车,李书福"
培训合格才能上岗！河南护航内河航运实现“通江达海”,https://news.sina.com.cn/c/2025-05-07/doc-inevtyiu6196260.shtml,2025-05-07 20:01:00,周口“升咖”成为全国37个港口型国家物流枢纽承载城市之一；平顶山港试航通过，通航条件已全面就绪……近段时间，河南内河航运建设好消息频传。,"河南省,办法,周口市"
正部级挂帅，中央指导组开始进驻！刘家义任组长,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3389117.shtml,2025-05-07 19:56:00,撰文丨余晖“五一”假期刚过，深入贯彻中央八项规定精神学习教育中央指导组，开始进驻地方。据《海南日报》消息，按照中央党的建设工作领导小组统一部署，5月7日，深入贯,
@投资者 三部门齐聚“发红包”，中长期资金如何影响A股,https://news.sina.com.cn/o/2025-05-07/doc-inevtyir3387416.shtml,2025-05-07 19:50:00,5月7日，国务院新闻办公室举行发布会，“一行一局一会”齐聚再次释放了多个重磅利好信号，涵盖降息降准，稳市场、稳预期、稳楼市，以及应对关税影响等多项具体举措。,
公募基金改革八大要点：建立浮动管理费收取机制、降低规模排名考核权重,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3387175.shtml,2025-05-07 19:47:00,公募基金改革最新方案落地。 5月7日，中国证监会公开印发《推动公募基金高质量发展行动方案》。行动方案共提出25条举措，包括优化主动管理权益类基金收费模式...,"公募基金,权益类基金,基准"
轿车追尾半挂车致3死1伤，调查报告公布：司机过分依赖巡航系统,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3378959.shtml,2025-05-07 19:15:00,来源：观察者网 福州市应急管理局网站5月6日发布《京台高速福州闽侯“5·31”较大道路交通事故调查报告》。 2024年5月31日，福州市闽侯县天龙山隧道内...,"福州市,高速公路,牵引车"
基金业绩比较基准监管升级，60余只基金抢先校准,https://news.sina.com.cn/o/2025-05-07/doc-inevtyis9407870.shtml,2025-05-07 19:13:00,告别“躺赚”时代：业绩基准挂钩薪酬 公募基金高质量发展行动方案“靴子落地”。这不仅重塑着基金行业的生态，更深刻影响着基金经理与投资者的行为逻辑。,"基准,公募基金,沪深300指数"
年报未能交卷被立案 “不死鸟”*ST恒立此番能否渡劫,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3378728.shtml,2025-05-07 19:13:00,来源：财联社 财联社5月7日讯（记者 黄路）*ST恒立（000622.SZ）年报未按期“交卷”，公司面临退市风险。 公司于5月6日收到中国证监会下发的《立案告知书》...,"*ST恒立,神州,2024年年度报告"
紧盯大V、网红带货肉制品 整治制售假劣肉制品专项行动开展,https://news.sina.com.cn/o/2025-05-07/doc-inevttzw6310450.shtml,2025-05-07 19:07:00,新京报讯 据国家市场监管总局消息，日前，市场监管总局印发《关于开展整治制售假劣肉制品专项行动的通知》，部署各地市场监管部门于2025年4月至12月在全国开展整治制售假劣...,肉制品
卤味三巨头业绩集体下滑，两家高管薪资在增长，绝味董事长去年赚了近200万,https://news.sina.com.cn/c/2025-05-07/doc-inevttzt3507491.shtml,2025-05-07 19:04:00,从业绩表现来看，“卤味三巨头”去年的日子都不好过，三家公司的营收与净利润双双下滑。 近日，随着“卤味三巨头”2024年年报的披露，高管的薪资也公之于众。,"净利润,周黑鸭,煌上煌"
上海：5月8日起5年以上首套个人住房公积金贷款利率下调至2.6%,https://news.sina.com.cn/c/2025-05-07/doc-inevttzy1180495.shtml,2025-05-07 19:04:00,5月7日，上海市公积金管理中心发布《关于调整本市个人住房公积金贷款利率的通知》（以下简称《通知》）。 《通知》称，根据中国人民银行决定，自2025年5月8日起...,"上海市,通知,贷款利率"
市场监管总局部署开展整治制售假劣肉制品专项行动,https://news.sina.com.cn/c/2025-05-07/doc-inevtyiu6183873.shtml,2025-05-07 19:00:00,来源：央视网央视网消息：据市场监管总局网站消息，日前，市场监管总局印发《关于开展整治制售假劣肉制品专项行动的通知》，部署各地市场监管部门于2025年4月至12月在全国...,肉制品
中国气象局启动暴雨强对流三级应急响应,https://news.sina.com.cn/c/2025-05-07/doc-inevtyir3383324.shtml,2025-05-07 18:36:00,来源：央视网央视网消息：据中国气象局消息，预计5月7日夜间至9日，南方地区将有新一轮大范围较强降雨过程，西南地区东部、江南、华南等地有大到暴雨、局地大暴雨...,"强对流,江西省,湖南省"
4月末我国外汇储备规模环比升逾1%，央行连续第六个月增持黄金,https://news.sina.com.cn/o/2025-05-07/doc-inevttzu9526758.shtml,2025-05-07 18:25:00,5月7日，国家外汇管理局统计数据显示，截至4月末，我国外汇储备规模为32817亿美元，较3月末上升410亿美元，升幅为1.27%。,"黄金,资产,外汇储备"
纪法百科•“数”读通报｜2025年4月,https://news.sina.com.cn/c/2025-05-07/doc-inevttzy1167262.shtml,2025-05-07 18:25:00,一、发布审查调查信息111条 2025年4月，中央纪委国家监委网站共发布111条审查调查信息。其中，中管干部5人，中央一级党和国家机关、国企和金融单位厅局级干部21人...,"中央纪委,政务处分,犯罪"
三部门：全面推行以专项信用报告替代有无违法违规记录证明,https://news.sina.com.cn/c/2025-05-07/doc-inevttzu9522492.shtml,2025-05-07 18:12:00,国家发展改革委、公安部、国家数据局发布《关于全面推行以专项信用报告替代有无违法违规记录证明的通知》。其中明确，“信用代证”的适用对象包括企业、个体工商户、农民专,
气象干旱黄色预警：陕西、河南、湖北、江苏等地部分地区特旱,https://news.sina.com.cn/c/2025-05-07/doc-inevttzt3490854.shtml,2025-05-07 18:05:00,中央气象台5月7日18时继续发布气象干旱黄色预警：据实时气象干旱监测，陕西、河南、江苏、广西等省区存在重旱，其中，陕西南部、河南西部、湖北西北部、江苏南部等地特,
父亲买的二手别墅给儿子办过户，吃惊发现“购房发票”涉嫌伪造，需补交近70万税款及滞纳金,https://news.sina.com.cn/c/2025-05-07/doc-inevtyiu6198759.shtml,2025-05-07 18:05:00,“伪造的购房发票，咋能办出真房本呢？”32岁的张先生拿着手里的房本不禁疑惑。,
抖音高管评胖东来柴怼怼事件：在投诉之外，非常主张企业诉讼维权,https://news.sina.com.cn/c/2025-05-07/doc-inevttzt3492175.shtml,2025-05-07 17:59:00,5月7日下午，抖音集团副总裁李亮通过其个人微博发文，再次点评胖东来柴怼怼事件。他表示，“有些人说平台按几个键分分钟就能判定，甚至认为平台不应该向被侵权方要证明材,
吉利汽车宣布将与极氪完全合并，极氪拟从纽交所退市,https://news.sina.com.cn/o/2025-05-07/doc-inevttzy1158151.shtml,2025-05-07 17:58:00,新京报贝壳财经讯（记者林子）5月7日，吉利汽车控股有限公司（以下简称“吉利汽车”）发布公告宣布，为推动内部资源深度整合和高效协同，杜绝重复投入，降低成本...,"吉利汽车,极氪,纽交所"
投资90万可免养老服务费，养老公寓疑似爆雷，此投资模式靠谱吗？,https://news.sina.com.cn/c/2025-05-07/doc-inevttzy1156993.shtml,2025-05-07 17:55:00,投资90万免养老服务费？养老公寓爆雷背后的风险与警示 近期浙江余姚某养老公寓被曝出疑似爆雷事件，其宣称“投资90万即可免服务费”的模式引发广泛争议。,
铁路五一假期运输圆满收官,https://news.sina.com.cn/c/2025-05-07/doc-inevttzt3484518.shtml,2025-05-07 17:54:00,来源：央视网记者从中国国家铁路集团有限公司（下称“国铁集团”）获悉，4月29日至5月6日铁路五一假期运输期间，全国铁路累计发送旅客1.51亿人次、同比增长10.6%...,"旅客,列车"
一揽子金融政策为何重磅,https://news.sina.com.cn/c/2025-05-07/doc-inevttzw6289542.shtml,2025-05-07 17:42:00,来源：央视网今天上午发生了两件大事，央行、国家金融监督管理总局、证监会三大金融管理机构齐聚，介绍了“一揽子金融政策支持稳市场稳预期”有关情况；另一件是中方决定同意...,降息
“子宫内膜异位症”相关论文男性患者样本超六成？福建省人民医院发布情况说明,https://news.sina.com.cn/c/2025-05-07/doc-inevttzt3474263.shtml,2025-05-07 17:28:00,情况说明 关于网络上涉及我院职工的相关论文信息，我院高度重视，第一时间开展调查核实处理。经核查，相关论文存在科研失信行为。,"福建省,失信行为"
